"serial_no","category","intm_id","page","name","trade_name","registration_no","email","telephone","fax_no","address","contact_person","correspondence_address","correspondence_email","correspondence_telephone","correspondence_fax","website","exchange_name","emails_all","phone_numbers_all","validity","source_url"
"278","Registered Portfolio Managers","33","12","LABURNUM CAPITAL ADVISORS PRIVATE LIMITED","","INP000003526","varun.madhok@lab-cap.com","0110141015694","0110141015694","D 64 T F Defence Colony, Ring Road Near MCD Office, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","Varun Madhok","D 64 T F Defence Colony, Ring Road Near MCD Office, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","","","","","","varun.madhok@lab-cap.com","0110141015694","Dec 31, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"279","Registered Portfolio Managers","33","12","Ladderup Asset Managers Private Limited","","INP000007775","","","","","","","","","","","","","","Jan 17, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"280","Registered Portfolio Managers","33","12","lakewater advisors private limited","","INP000006767","runwithpankaj@gmail.com","9103346026554","","604, Martin Business Park, Block BP 3, Salt Lake, Sector V, Kolkata, KOLKATA, WEST BENGAL, 700091","priyanka Sancheti","604, Martin Business Park, Block BP 3, Salt Lake, Sector V, Kolkata, KOLKATA, WEST BENGAL, 700091","","","","","","runwithpankaj@gmail.com","9103346026554","May 11, 2019 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"281","Registered Portfolio Managers","33","12","LATENT ADVISORS LLP","","INP000008437","bhavin@latentadvisors.com","9102249766587","","103 Sanjay Building No 2 Mittal Industrial Estate, M V Road Marol Naka Andheri E, MUMBAI, MAHARASHTRA, 400059","Divyansh Gupta","103 Sanjay Building No 2 Mittal Industrial Estate, M V Road Marol Naka Andheri E, MUMBAI, MAHARASHTRA, 400059","","","","latentadvisors.com/","","bhavin@latentadvisors.com","9102249766587","Dec 13, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"282","Registered Portfolio Managers","33","12","LAUREL SECURITIES PRIVATE LIMITED","","INP000008792","compliance@laurelsec.in","0919433926767","0919433926767","909, 9th Floor, Diamond Heritage, 16, Strand Road , Kolkata, KOLKATA, WEST BENGAL, 700001","Vijay Varma","909, 9th Floor, Diamond Heritage, 16, Strand Road , Kolkata, KOLKATA, WEST BENGAL, 700001","","","","laurelgroup.in","","compliance@laurelsec.in","0919433926767","Jul 03, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"283","Registered Portfolio Managers","33","12","LC Capital India Private Limited","","INP000008163","nrithya.ganam@lighthouse-canton.com","91009176290695","91009176290695","Building 9000, Plot no. 7, SY no. 542, MN Park Phase II, HYDERABAD, TELANGANA, 500078","Nrithya Ganam","Hotel Aloft, 5B AeroCity, IGI Road, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 500078","","","","lighthouse-canton.com/in/lighthouse-canton---regulatory-information--pms","","nrithya.ganam@lighthouse-canton.com","91009176290695","Jun 27, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"284","Registered Portfolio Managers","33","12","LCatterton Mumbai Advisory Services Private Limited","","INP000009180","Srinivasan.R@lcatterton.com","00091110874323","00091110874323","Unit No. 902, 9th Floor, TCG Financial Centre, G block, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400098","Srinivasan R","Unit No. 902, 9th Floor, TCG Financial Centre, G block, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400098","","","","","","Srinivasan.R@lcatterton.com","00091110874323","Jan 07, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"285","Registered Portfolio Managers","33","12","LGT Wealth India Private Limited","","INP000008376","compliance@lgtindia.in","9102250941000","","7th Floor, A Block, Shiv Sagar Estate, Worli, MUMBAI, MAHARASHTRA, 400018","Prem Choudhary","7th Floor, A Block, Shiv Sagar Estate, Worli, MUMBAI, MAHARASHTRA, 400018","","","","","","compliance@lgtindia.in","9102250941000","Nov 23, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"286","Registered Portfolio Managers","33","12","Lighthouse AMC Private Limited","","INP000008215","tarum@lhfunds.com","9102242021000","9102242021000","1904, Raheja Altimus, Dr. GM, Bhosale Marg, , Opp. Mahindra Tower, Worli, MUMBAI, MAHARASHTRA, 400018","Tarun Pande","","","","","","","tarum@lhfunds.com","9102242021000","Jul 21, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"287","Registered Portfolio Managers","33","12","LKP SECURITIES LTD","","INP000005299","","","","203, Embassy Centre, Nariman Point, MUMBAI, MAHARASHTRA, 400021","","211, Embassy Centre, Nariman Point, MUMBAI, MAHARASHTRA, 400021","","","","lkpsec.com","","","","Dec 15, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"288","Registered Portfolio Managers","33","12","M/S JHP SECURITIES PRIVATE LIMITED","","INP000004953","","912240824242","912240824242","201 by B DEV NEO VIKRAM SAHAKAR NAGAR ABOVE AUDI SHOWROOM, NEW LINK ROAD ANDHERI W, MUMBAI, MAHARASHTRA, 400053","Shubhangi Balkrishna Nevase","Gokul Emerald 2nd Floor Next to Videocon Tower, Thakur Complex Kandivali E, MUMBAI, MAHARASHTRA, 400101","","","","jhpsecurities.com","","","912240824242","Dec 01, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"289","Registered Portfolio Managers","33","12","M/S.ASTEYA INVESTMENT MANAGERS LLP,","","INP000006536","poonam.rawal@asteyaglobal.com","9102226514252","9102226514252","Office no.110, 1st floor, Keshava Building, Plot No C-5,, E Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Poonam Rawal","Office no.110, 1st floor, Keshava Building, Plot No C-5, E Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","","","poonam.rawal@asteyaglobal.com","9102226514252","Apr 01, 2019 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"290","Registered Portfolio Managers","33","12","Magadh Capital Advisors LLP","","INP000007155","rajesh.sahu@magadhcapital.com","000919937672026","000919937672026","801, Floor 8 Tower 1, Terra, Planet Godrej, Keshavrao Khadye Marg, Saat Rasta, Jacob Circle, Mumbai,, Maharashtra 400011, India, MUMBAI, MAHARASHTRA, 400011","RAJESH SAHU","801, Floor 8 Tower 1, Terra, Planet Godrej, Keshavrao Khadye Marg, Saat Rasta, Jacob Circle, Mumbai, Maharashtra 400011, India, MUMBAI, MAHARASHTRA, 400011","","","","","","rajesh.sahu@magadhcapital.com","000919937672026","Feb 15, 2021 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"291","Registered Portfolio Managers","33","12","MANSI SHARE & STOCK BROKING PRIVATE LIMITED","","INP000007605","pms@mansishares.in","9102240503800","","B 201 AVIRAHI BUILDING, S V ROAD BORIVALI WEST, MUMBAI, MAHARASHTRA, 400092","Mithilesh Mehta","B 201 AVIRAHI BUILDING, S V ROAD BORIVALI WEST, MUMBAI, MAHARASHTRA, 400092","","","","","","pms@mansishares.in","9102240503800","Nov 07, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"292","Registered Portfolio Managers","33","12","Marathon Trends Advisory Private Limited","","INP000005722","suriatul@hotmail.com","9102264551999","9102264551999","2/2 Hill View No 1,, 241 Hill Road, Bandra West, MUMBAI, MAHARASHTRA, 400050","Atul Suri","401, Ram Krishna Chambers, Above Raymonds Showroom,Linking Road, Khar West, MUMBAI, MAHARASHTRA, 400052","","","","marathontrends.com","","suriatul@hotmail.com","9102264551999","Jul 07, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"293","Registered Portfolio Managers","33","12","Marcellus Investment Managers Private Limited","","INP000006183","","","","","","","","","","marcellus.in/","","","","Oct 22, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"294","Registered Portfolio Managers","33","12","MARFATIA STOCK BROKING PRIVATE LIMITED","","INP000005117","fromdeskofmd@marfatia.net","9102653513355","9102653513355","216 GLACIER COMPLEX, JETALPUR ROAD, VADODARA, GUJARAT, 390007","RAHUL MEHTA","216 GLACIER COMPLEX, JETALPUR ROAD, VADODARA, GUJARAT, 390007","","","","marfatia.net/","","fromdeskofmd@marfatia.net","9102653513355","Sep 04, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"295","Registered Portfolio Managers","33","12","MARKETS MOJO ASSET MANAGEMENT PRIVATE LIMITED","","INP000007890","compliance@mojopms.com","9102235121238","9102235121238","Benefice Business House, Office No. 3B, 3rd Floor, C.S. 242, Mathuradas Mills Estate, N.M. Joshi Marg, Tulsi Pipe Road, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","Leena Joyson","Benefice Business House, Office No. 3B, 3rd Floor, C.S. 242, Mathuradas Mills Estate, N.M. Joshi Marg, Tulsi Pipe Road, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","","","","","","compliance@mojopms.com","9102235121238","Mar 13, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"296","Registered Portfolio Managers","33","12","MASTER PORTFOLIO SERVICES LTD","","INP000001637","","911724848000","911724848000","704, 7th FLOOR, SEARS TOWER,, OPP. JUST DIAL TOWER, PANCHVATI TO GULBAI TEKRA ROAD, AHMEDABAD, GUJARAT, 380009","RINKOO SAHOO","SCO 22-23, SEC 9D, CHANDIGARH, CHANDIGARH, 141001","","","","mastertrust.co.in","","","911724848000","Feb 16, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"297","Registered Portfolio Managers","33","12","Matterhorn Investment Advisors LLP","","INP000009588","jainvikas1982@gmail.com","910229950985555","910229950985555","P No. 90, Shri Gopal Nagar, Gopal Pura Bypass, JAIPUR, RAJASTHAN, 302018","Vikas Jain","Office 307, 3rd Floor, Horizon Tower, Jewel Of India, JLN Marg, Opposite Jaipur Stock Exchange, JAIPUR, RAJASTHAN, 302018","","","","","","jainvikas1982@gmail.com","910229950985555","Aug 18, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"298","Registered Portfolio Managers","33","12","Maximal Capital Private Limited","","INP000007313","sarvesh@maximalcapital.com","9102246036351","","409, Nirman Kendra premises Co-op Society Ltd, Dr E Moses Road, Jacob Circle Mahalakshmi West, Mumba, Dr E Moses Road, Jacob Circle Mahalakshmi West,, MUMBAI, MAHARASHTRA, 400011","Chinar Sheth","409, Nirman Kendra premises Co-op Society Ltd, Dr E Moses Road, Jacob Circle Mahalakshmi West, Mumba, Dr E Moses Road, Jacob Circle Mahalakshmi West, MUMBAI, MAHARASHTRA, 400011","","","","maximalcapital.com","","sarvesh@maximalcapital.com","9102246036351","Jan 21, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"299","Registered Portfolio Managers","33","12","MAXIOM ASSET MANAGEMENT PRIVATE LIMITED","","INP000007881","ram@maxiomassetmanagement.com","00919550290118","","Villa No. 53 Maple Town Sun City, Hydershakote, Don Bosco Post, Hyderguda, Hyderabad, Rajendranagar, HYDERABAD, TELANGANA, 500048","Sudheer Modadugu","C4 Awfis, 3rd Floor, Plot 800, Rd 36, Jubilee Hills, HYDERABAD, TELANGANA, 500033","","","","","","ram@maxiomassetmanagement.com","00919550290118","Mar 13, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"300","Registered Portfolio Managers","33","12","Mehta Equities Private Limited","","INP000009977","","","","903, Lodha Supremus, Dr. E Moses Road, Worli Naka, Mumbai - 400018, MUMBAI, MAHARASHTRA, 400018","Prakash Joshi","","","","","https://mehtagroup.in/","","","","May 04, 2026 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"301","Registered Portfolio Managers","33","13","Merisis Advisors Private Limited","","INP000006846","sumir@merisis.in","9108048521059","9108048521059","106 and 107, Balarama Building, Opp. Sales Tax Office, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400098","Sumir Verma","504, Shashmira Centre, 176 Vidyanagari, CST Road, Santacruz East, MUMBAI, MAHARASHTRA, 400098","","","","","","sumir@merisis.in","9108048521059","Jul 24, 2019 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"302","Registered Portfolio Managers","33","13","MICROSEC WEALTH MANAGEMENT LIMITED","","INP000006086","rksingh@microsec.in","9103322829330","9103322829330","AZIMGUNJ HOUSE, 2ND FLOOR, 7 ABANINDRA NATH THAKUR SARANI, FORMERLY CAMAC STREET, KOLKATA, WEST BENGAL, 700017","RAHUL SINGH","AZIMGUNJ HOUSE, 2ND FLOOR, 7 ABANINDRA NATH THAKUR SARANI, FORMERLY CAMAC STREET, KOLKATA, WEST BENGAL, 700017","","","","","","rksingh@microsec.in","9103322829330","Jul 23, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"303","Registered Portfolio Managers","33","13","MILLENNIUM FINANCE LTD.","","INP000001447","","04066668679","04066668679","402, MGR ESTATES,, BEHIND MODEL HOUSE, PANJAGUTTA,, HYDERABAD, ANDHRA PRADESH, 500 082","A V Koteshwara Rao","402, MGR ESTATES, BEHIND MODEL HOUSE, PANJAGUTTA, HYDERABAD, ANDHRA PRADESH, 500 082","","","","","","","04066668679","Nov 01, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"304","Registered Portfolio Managers","33","13","MIRAE ASSET INVESTMENT MANAGERS INDIA PRIVATE LIMITED","","INP000009409","Compliance@miraeassetmf.co.in","9102267800300","","UNIT 606 6TH FLOOR WINDSR BLDG, OFF CST ROAD KALINA SANTACRUZ EAST, MUMBAI, MAHARASHTRA, 400098","PAYAL SUTHAR","UNIT 606 6TH FLOOR WINDSR BLDG, OFF CST ROAD KALINA SANTACRUZ EAST, MUMBAI, MAHARASHTRA, 400098","","","","","","Compliance@miraeassetmf.co.in","9102267800300","Apr 25, 2025 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"305","Registered Portfolio Managers","33","13","Mittal Analytics Private Limited","","INP000006730","compliance@mittalanalytics.com","9105224002900","9105224002900","F4 403 404 A Iridium, Shalimar Corporate Park Vibhuti Khand Gomtinagar Lucknow, LUCKNOW, UTTAR PRADESH, 226010","Yagya Kalra","F4 403 404 A Iridium, Shalimar Corporate Park Vibhuti Khand Gomtinagar Lucknow, LUCKNOW, UTTAR PRADESH, 226010","","","","","","compliance@mittalanalytics.com","9105224002900","May 07, 2019 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"306","Registered Portfolio Managers","33","13","MIV INVESTMENT SERVICES PVT. LTD.","","INP000001413","compliance@prodigyinvest.com","9102222875801","9102222875801","301 302 Mittal Avenue Nagindas Master Road, Kala Ghoda Fort, MUMBAI, MAHARASHTRA, 400001","Jose Boni","301 302 Mittal Avenue Nagindas Master Road, Kala Ghoda Fort, MUMBAI, MAHARASHTRA, 400001","","","","prodigyinvest.com","","compliance@prodigyinvest.com","9102222875801","Oct 16, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"307","Registered Portfolio Managers","33","13","MO Alternate Investment Advisors Private Limited","","INP000004920","compliance.moalts@motilaloswal.com","91227199757083948","91227199757083948","Motilal Oswal Tower, Rahimtullah Sayani Road, Opposite Parel ST Depot, Prabhadevi, Mumbai, MUMBAI, MAHARASHTRA, 400025","Naveen Gupta","10th Floor Motilal Oswal Tower Jn. of Gokhale Road, and Sayani Road Prabhadevi, MUMBAI, MAHARASHTRA, 400025","","","","","","compliance.moalts@motilaloswal.com","91227199757083948","Nov 17, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"308","Registered Portfolio Managers","33","13","MOAT FINANCIAL SERVICES PRIVATE LIMITED","","INP000004482","compliance@moatindia.com","9104844039561","","3 I, 3rd Floor, National Pearl Star, Edappally, Ernakulam, KOCHI, KERALA, 682024","FAZALUL HAQUE A S","3 I, 3rd Floor, National Pearl Star, Edappally, Ernakulam, KOCHI, KERALA, 682024","","","","","","compliance@moatindia.com","9104844039561","Sep 05, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"309","Registered Portfolio Managers","33","13","Molecule Ventures LLP","","INP000007216","anchal@moleculeventures.in","9102613599804","9102613599804","Office No. B-904, Tower B, Swastik Universal, Dumas Road, Near Valentine Cinema, SURAT, GUJARAT, 395007","Anchal Goenka","1302, B Wing, Naman Midtown Building, FP No. 616 Tulsi Pipe Road, Dr. Ambedkar Nagar, Senapati Bapat Marg, Elphinstone West, MUMBAI, MAHARASHTRA, 400013","","","","","","anchal@moleculeventures.in","9102613599804","May 31, 2021 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"310","Registered Portfolio Managers","33","13","Monarch Networth Capital Limited","","INP000006059","pms.compliance@mnclgroup.com","910228767902851","910228767902851","Unit No 803 804A 8th Floor X Change Plaza Block No 53 Zone 5 Road 5E Gift City Gandhinagar, GANDHINAGAR, GUJARAT, 382355","Bhumika Gowda","301 302 3rd Floor Arunachal Building Barakhamba Road New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","","","","","","pms.compliance@mnclgroup.com","910228767902851","Jul 11, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"311","Registered Portfolio Managers","33","13","MONEYBEE SECURITIES PRIVATE LIMITED","","INP000001959","","02240302010","02240302010","212 VEENA CHAMBERS, 21, DALAL STREET, FORT, MUMBAI, MAHARASHTRA, 400001","Akshay Vora","212 VEENA CHAMBERS, 21, DALAL STREET, FORT, MUMBAI, MAHARASHTRA, 400001","","","","moneybee.in/","","","02240302010","Feb 16, 2016 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"312","Registered Portfolio Managers","33","13","Moneygrow Asset Private Limited","","INP000007915","pooja.gupta@moneygrowindia.com","91229833876605","91229833876605","B 1202 Vivarea Sane Guruji Marg, Mahalaxmi, MUMBAI, MAHARASHTRA, 400011","Pooja Gupta","804 Lodha Supremus 2 Senapati Bapat Marg, Lower Parel West, MUMBAI, MAHARASHTRA, 400013","","","","moneygrowindia.com/","","pooja.gupta@moneygrowindia.com","91229833876605","Mar 14, 2023 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"313","Registered Portfolio Managers","33","13","Moneylife Advisory Services Pvt Ltd","","INP000006873","support@moneylife.in","9102249205000","9102249205022","201, 2nd Floor, Vinayak Angan, , Old Prabhadevi Road, MUMBAI, MAHARASHTRA, 400025","Pankaj Raheja","316, 3rd Floor, Hind Service Industries Premises, Off Veer Savarkar Marg, Shivaji Park, Dadar West, MUMBAI, MAHARASHTRA, 400028","","","","","","support@moneylife.in","9102249205000","Sep 09, 2019 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"314","Registered Portfolio Managers","33","13","MOTILAL OSWAL ASSET MANAGEMENT COMPANY LIMITED","","INP000000670","","","","10th Floor, Motilal Oswal Tower, , Rahimtullah Sayani Road, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","","2nd FLOOR, PALM SPRING CENTRE, PALM COURT COMPLEX, NEW LINK ROAD, MALAD (W), MUMBAI, MAHARASHTRA, 400064","","","","","","","","Sep 16, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"315","Registered Portfolio Managers","33","13","MOTILAL OSWAL WEALTH LIMITED","","INP000004409","","39804228","39804228","Motilal Oswal Tower, Rahimtullah Sayani Road, Opp. Parel ST Depot,, Prabhadevi, Mumbai, MUMBAI, MAHARASHTRA, 400025","parag telang","Palm Spring Centre, 2nd Floor, Palm Court, Link Road, Malad West, Mumbai, MUMBAI, MAHARASHTRA, 400064","","","","motilaloswalpwm.com","","","39804228","Nov 29, 2015 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"316","Registered Portfolio Managers","33","13","MRG INVESTMENT PARTNERS PRIVATE LIMITED","","INP000006253","keerthana261095@gmail.com","91808904522240","91808904522240","H NO 1139, SEC 21 B, CHANDIGARH, CHANDIGARH, 160022","KEERTHANA SAKALA","T3, NO 872, HA ARCADE, 17E MAIN, KORAMANGALA 6TH BLOCK, BANGALORE, KARNATAKA, 560095","","","","mrgcapital.in","","keerthana261095@gmail.com","91808904522240","Nov 16, 2018 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"317","Registered Portfolio Managers","33","13","MULTI-ACT EQUITY CONSULTANCY PVT LTD","","INP000002965","","","","Ground Floor, ICC Chambers - I, Saki Vihar Road, Opp. Santogen Mills, Powai, MUMBAI, MAHARASHTRA, 400072","Nidhi Wig","2nd floor, ICC Chambers - II, Powai, Saki Vihar Road, Opp Santogen Mills, MUMBAI, MAHARASHTRA, 400072","","","","multi-act.com/","","","","Oct 14, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"318","Registered Portfolio Managers","33","13","Multiples Alternate Asset Management Private Limited","","INP000007429","CompliancePMS@multiplesequity.com","91022266245555","91022266245555","701A Poonam Chambers BWing Dr Annie Besant Road Worli, MUMBAI, MAHARASHTRA, 400018","Shweta Laddha","701A Poonam Chambers BWing Dr Annie Besant Road Worli, MUMBAI, MAHARASHTRA, 400018","","","","multiplesequity.com/","","CompliancePMS@multiplesequity.com","91022266245555","May 10, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"319","Registered Portfolio Managers","33","13","NAFA ASSET MANAGERS PRIVATE LIMITED","","INP000006989","deepalimore@nafaassetmanagers.com","9102268478318","9102268478318","302, Naman Centre, Plot No. C - 31, G Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Deepali More","302, Naman Centre, Plot No. C - 31, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","","","","","","deepalimore@nafaassetmanagers.com","9102268478318","Jan 20, 2020 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"320","Registered Portfolio Managers","33","13","NARNOLIA VELOX ADVISORY LIMITED","","INP000009995","rdebnath@narnolia.com","9103340501500","","236B AJC BOSE ROAD, MARBLE ARCH 2ND FLOOR, KOLKATA, WEST BENGAL, 700020","Ramesh Singh","236B AJC BOSE ROAD, MARBLE ARCH 2ND FLOOR, KOLKATA, WEST BENGAL, 700020","","","","www.narnolia.com","","rdebnath@narnolia.com","9103340501500","May 06, 2026 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"321","Registered Portfolio Managers","33","13","NEGEN CAPITAL SERVICES PRIVATE LIMITED","","INP000005414","yogen@negencapital.com","9102268162502","9102268162502","Trade Point Building, 2nd Floor,, Above Passport Office,Utopia City, Pandurang Budhkar Marg, Lower Parel W , Delisle Road,, MUMBAI, MAHARASHTRA, 400013","Yogen Lavari","CITY HALL, KAMALA MILLS COMPOUND, P.B.MARG, LOWER PAREL WEST, MUMBAI, MAHARASHTRA, 400013","","","","negenpms.com","","yogen@negencapital.com","9102268162502","Apr 26, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"322","Registered Portfolio Managers","33","13","NEO Asset Management Private Limited","","INP000007641","ankit.saraf@neoassetmanagement.com","910009870152063","910009870152063","903, B Wing, 9th Floor, Marathon Futurex, Mafatlal Mills Compound, N. M. Joshi Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Ankit Saraf","903, B Wing, 9th Floor, Marathon Futurex, Mafatlal Mills Compound, N. M. Joshi Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","","","","","","ankit.saraf@neoassetmanagement.com","910009870152063","Nov 24, 2022 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"323","Registered Portfolio Managers","33","13","Neoliv Capital Advisory Private Limited","","INP000008738","compliance.copms@neoliv.in","9102247805701","9102247805701","403, 4th Floor, Tower B, The Capital, G Block, Bandra Kurla Complex, Bandra (East), MUMBAI, MAHARASHTRA, 400051","Jigar Maniar","403, 4th Floor, Tower B, The Capital, G Block, Bandra Kurla Complex, Bandra (East), MUMBAI, MAHARASHTRA, 400051","","","","","","compliance.copms@neoliv.in","9102247805701","Jun 05, 2024 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"324","Registered Portfolio Managers","33","13","NEW BERRY CAPITALS PVT. LTD.","","INP000005323","sangeet@newberry.in","002248818479","002248818479","A 602 LEVEL 6 MARATHON NEXT GEN INNOVA, GANPATRAO KADAM MARG LOWER PAREL WEST, MUMBAI, MAHARASHTRA, 400013","SANGEET LAKKAR","A 602 LEVEL 6 MARATHON NEXT GEN INNOVA, GANPATRAO KADAM MARG LOWER PAREL WEST, MUMBAI, MAHARASHTRA, 400013","","","","https://www.newberry.in/","","sangeet@newberry.in","002248818479","Feb 20, 2017 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
"325","Registered Portfolio Managers","33","13","NINE RIVERS CAPITAL HOLDINGS PRIVATE LIMITED","","INP000004169","compliance@nineriverscapital.com","9102240632816","9102240632816","509 510, Meadows, Sahar Plaza, Andheri Kurla Road, Andheri East, MUMBAI, MAHARASHTRA, 400059","Narayan Nimkar","509 510, Meadows, Sahar Plaza, Andheri Kurla Road, Andheri East, MUMBAI, MAHARASHTRA, 400059","","","","","","compliance@nineriverscapital.com","9102240632816","Nov 15, 2014 - Perpetual","https://www.sebi.gov.in/sebiweb/other/OtherAction.do?doRecognisedFpi=yes&intmId=33"
